captured_at,season,gameweek,code,status,chance,news,price
2026-09-09T14:00:24.027466+00:00,2026-27,4,473284,a,,,4.6
2026-09-09T14:00:24.027466+00:00,2026-27,4,552946,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,608227,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,597462,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,606930,a,100.0,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,469266,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,490884,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,626751,i,0.0,Back injury - Unknown return date,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,631000,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,496181,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,243951,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,647839,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,219924,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,212314,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,108813,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,112520,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,50093,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,183015,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,216616,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,455084,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,449429,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,222018,u,0.0,Has joined Stoke City on loan for the rest of the season,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,176420,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,501390,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,241117,i,0.0,Muscular injury - Unknown return date,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,149929,u,0.0,Has joined Leicester City permanently,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,231899,i,0.0,Knee injury - Unknown return date,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,443261,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,229164,u,0.0,Has joined Lincoln City on loan until January,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,531442,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,543968,a,100.0,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,222625,u,0.0,Has joined Stoke City permanently,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,481624,i,0.0,Ankle injury - Unknown return date,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,172453,u,0.0,Has joined Derby County on loan for the rest of the season,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,147675,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,557012,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,462387,u,0.0,Has joined Sheffield Wednesday on loan for the rest of the season,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,461587,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,232457,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,546600,u,0.0,Has joined Valencia on loan for the rest of the season,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,442967,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,240514,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,216055,a,100.0,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,474120,a,100.0,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,572584,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,524180,u,0.0,Has joined Huddersfield Town on loan for the rest of the season,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,218543,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,431639,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,153682,a,,,6.3
2026-09-09T14:00:24.027466+00:00,2026-27,4,201595,u,0.0,Has joined Torino on loan for the rest of the season,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,434752,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,214225,i,0.0,Hamstring injury - Expected back 21 Nov,4.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,226182,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,243526,a,100.0,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,220627,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,437738,u,0.0,Has joined Hamburg SV on loan for the rest of the season,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,522047,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,466525,a,,,6.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,435997,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,427637,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,199598,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,180135,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,492859,u,0.0,Has joined ACF Fiorentina on loan for the rest of the season,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,221399,u,0.0,Has joined New England Revolution permanently,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,200617,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,486520,d,25.0,Knee injury - 25% chance of playing,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,248056,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,177815,a,,,6.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,174594,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,235826,u,0.0,Has joined West Ham United on loan for the rest of the season,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,565297,i,0.0,Knee injury - Unknown return date,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,432720,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,173774,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,643970,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,592740,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,97846,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,155465,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,437497,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,587982,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,116535,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,449027,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,155503,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,586268,u,0.0,Has joined TSV Hartberg on loan for the rest of the season,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,432987,i,0.0,Knee injury - Unknown return date,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,464353,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,97032,a,,,6.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,216094,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,544877,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,171287,i,0.0,Muscular injury - Unknown return date,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,492777,i,0.0,Knee injury - Unknown return date,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,519440,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,606702,a,100.0,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,647681,i,0.0,Knee injury - Unknown return date,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,214285,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,489580,u,0.0,Has joined St Mirren on loan for the rest of the season,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,494595,a,,,7.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,243298,a,,,7.2
2026-09-09T14:00:24.027466+00:00,2026-27,4,424876,a,,,7.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,611922,a,,,5.8
2026-09-09T14:00:24.027466+00:00,2026-27,4,223541,i,0.0,Back injury - Unknown return date,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,441266,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,243016,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,206915,u,0.0,Has joined Internazionale permanently,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,158983,a,100.0,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,591386,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,535928,u,0.0,Has joined Celta Vigo permanently,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,551499,a,,,6.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,491501,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,219168,a,,,9.1
2026-09-09T14:00:24.027466+00:00,2026-27,4,510663,i,0.0,Achilles injury - Unknown return date,7.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,514514,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,500058,a,100.0,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,444884,u,0.0,Has joined Valencia on loan for the rest of the season,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,445087,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,482616,a,,,8.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,448047,a,,,6.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,440993,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,204936,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,122074,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,472769,d,75.0,Back injury - 75% chance of playing,6.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,209036,a,,,6.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,465351,a,100.0,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,171314,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,477424,a,,,5.6
2026-09-09T14:00:24.027466+00:00,2026-27,4,448514,a,,,5.3
2026-09-09T14:00:24.027466+00:00,2026-27,4,578153,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,494307,u,0.0,Has joined Burnley on loan for the rest of the season,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,477064,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,616222,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,437730,a,,,8.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,209244,a,,,7.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,466052,a,,,7.8
2026-09-09T14:00:24.027466+00:00,2026-27,4,248875,i,0.0,Calf injury - Expected back 13 Sep,7.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,220566,u,0.0,Has joined Barcelona permanently,6.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,433036,u,0.0,Has joined Al Qadsiah permanently,6.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,91651,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,575204,u,0.0,Has joined Benfica on loan for the rest of the season,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,155405,u,0.0,Has joined Sheffield United on loan for the rest of the season,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,590039,u,0.0,has joined West Ham on loan for the rest of the seaon.,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,649208,u,0.0,Has joined Swansea City on loan for the rest of the season,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,223094,a,,,15.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,215379,a,100.0,,6.3
2026-09-09T14:00:24.027466+00:00,2026-27,4,106921,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,637238,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,616288,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,554054,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,624777,a,,,6.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,595480,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,166989,a,100.0,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,535301,i,0.0,Ankle injury - Expected back 19 Sep,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,532605,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,59735,a,100.0,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,465247,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,451302,u,0.0,Has joined Celta Vigo on loan for the rest of the season,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,21205,i,0.0,Hamstring injury - Unknown return date,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,596777,a,,,5.8
2026-09-09T14:00:24.027466+00:00,2026-27,4,209365,i,0.0,Back injury - Unknown return date,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,216051,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,95658,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,221820,a,100.0,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,550864,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,606745,a,,,4.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,230001,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,106760,a,,,4.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,577974,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,547676,u,0.0,Has joined Lausanne-Sport permanently,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,141746,a,,,12.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,446008,a,,,7.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,430871,a,,,7.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,176297,a,,,7.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,184341,a,100.0,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,493250,i,0.0,Unspecified injury - Unknown return date,5.8
2026-09-09T14:00:24.027466+00:00,2026-27,4,516895,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,232112,i,0.0,Knee injury - Unknown return date,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,547037,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,576628,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,490881,u,0.0,Has joined West Brom permanently,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,576620,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,519913,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,485711,a,100.0,,7.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,458249,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,596047,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,465694,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,98747,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,81441,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,554578,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,465642,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,119471,a,100.0,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,220237,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,78916,i,0.0,Ankle injury - Expected back 14 Sep,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,487838,a,,,5.1
2026-09-09T14:00:24.027466+00:00,2026-27,4,441191,a,100.0,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,545477,u,0.0,Has joined FC Kaiserslautern on loan for the rest of the season,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,201666,a,,,6.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,449434,a,,,6.1
2026-09-09T14:00:24.027466+00:00,2026-27,4,232653,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,114243,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,180974,i,0.0,Unspecified injury - Unknown return date,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,547719,a,100.0,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,200089,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,611665,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,636852,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,470313,u,0.0,Has joined Juventus on loan for the rest of the season,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,216646,a,,,6.2
2026-09-09T14:00:24.027466+00:00,2026-27,4,538207,i,0.0,Foot injury - Unknown return date,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,599303,u,0.0,Has joined Wolves on loan for the rest of the season,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,632794,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,470551,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,463726,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,553746,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,613221,a,,,6.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,463034,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,247348,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,85633,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,221389,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,215136,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,485047,u,0.0,Has joined West Ham on loan for the rest of the season,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,227444,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,575476,a,100.0,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,159506,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,575458,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,500151,i,0.0,Knee injury - Unknown return date,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,204822,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,549067,u,0.0,Has joined Southampton on loan for the rest of the season,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,470315,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,538638,u,0.0,Has joined Charlton Athletic on loan for the rest of the season,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,222531,a,100.0,,7.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,209046,a,100.0,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,456512,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,503301,u,0.0,Has joined AC Milan on loan for the rest of the season,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,476887,u,0.0,Has joined Lille on loan for the rest of the season,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,432714,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,250199,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,210462,a,100.0,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,204968,a,100.0,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,60689,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,482973,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,465680,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,204561,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,568420,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,428971,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,469142,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,109646,a,,,4.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,438234,a,,,7.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,510281,a,100.0,,6.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,432422,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,184254,u,0.0,Has joined Juventus on loan for the rest of the season,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,214572,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,485055,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,67089,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,221466,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,441164,a,100.0,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,221632,u,0.0,Has joined Atletico Madrid permanently,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,122798,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,491279,a,100.0,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,232859,u,0.0,Has joined Internazionale permanently,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,487053,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,548308,u,0.0,Has joined Middlesbrough permanently,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,115556,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,640419,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,499716,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,616221,u,0.0,Has joined FC Porto on loan for the rest of the season,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,460842,a,100.0,,6.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,493362,i,0.0,Knee injury - Unknown return date,6.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,511499,a,,,5.8
2026-09-09T14:00:24.027466+00:00,2026-27,4,172780,d,75.0,Shoulder injury - 75% chance of playing,6.3
2026-09-09T14:00:24.027466+00:00,2026-27,4,202993,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,550839,i,0.0,Knee injury - Unknown return date,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,482442,u,0.0,Has joined Juventus on loan for the rest of the season,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,232787,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,570526,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,445044,i,0.0,Knee injury - Unknown return date,6.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,547701,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,499721,u,0.0,Has joined FC Köln on loan for the rest of the season,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,499726,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,551226,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,154566,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,212319,u,0.0,not included in squad.,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,490145,u,0.0,Has joined Leyton Orient permanently,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,465920,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,611917,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,135720,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,498016,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,232571,u,0.0,Has joined Wrexham permanently,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,515046,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,223827,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,200834,a,100.0,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,487676,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,201895,a,100.0,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,434399,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,519634,u,0.0,Has joined Swansea City on loan for the rest of the season,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,477547,u,0.0,Has joined KV Mechelen on loan for the rest of the season,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,167512,a,,,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,105717,u,0.0,Has joined Konyaspor permanently,4.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,93605,a,100.0,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,484420,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,547027,i,0.0,Hamstring injury - Unknown return date,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,84450,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,577669,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,535818,u,0.0,Has joined Ajax on loan for the rest of the season,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,461199,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,554197,a,,,4.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,549912,a,,,5.4
2026-09-09T14:00:24.027466+00:00,2026-27,4,699989,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,536661,a,,,5.0
2026-09-09T14:00:24.027466+00:00,2026-27,4,441264,a,,,5.9
2026-09-09T14:00:24.027466+00:00,2026-27,4,437505,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,638411,a,100.0,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,696104,a,,,4.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,549940,a,,,5.5
2026-09-09T14:00:24.027466+00:00,2026-27,4,661313,a,,,4.5
